"","Year","Division","RK","NCAA.SCHOOL","CONFERENCE","SIGNED","ESPN.150","ESPN.300","FiveStar","FourStar","ThreeStar","OFF","DEF","SpecTeams","Athlete"
"55",2013,"I-A",55,"Arkansas","SEC",23,3,3,0,5,16,10,10,1,2
"56",2013,"I-A",56,"Texas Tech","Big 12",23,0,0,0,4,15,11,9,0,3
"57",2013,"I-A",57,"Texas State","WAC",23,0,1,0,2,4,11,10,0,2
"58",2013,"I-A",58,"Indiana","Big Ten",23,1,3,0,6,11,8,12,0,3
"59",2013,"I-A",59,"Utah","Pac-12",23,0,0,0,1,21,9,9,0,2
"60",2013,"I-A",60,"Kansas State","Big 12",23,0,0,0,1,16,8,11,1,2
"61",2013,"I-A",61,"South Florida","Big East",23,0,1,0,2,17,7,14,1,0
"62",2013,"I-A",62,"Colorado","Pac-12",23,0,0,0,1,18,12,9,0,1
"63",2013,"I-A",63,"Louisiana-Lafayette","Sun Belt",23,0,0,0,0,6,9,9,2,2
"64",2013,"I-A",64,"Purdue","Big Ten",23,0,2,0,3,16,8,12,0,2
"65",2013,"I-A",65,"Toledo","Mid-American",23,0,0,0,1,8,11,10,0,2
"66",2013,"I-A",66,"Temple","Big East",23,0,0,0,0,10,8,10,2,3
"67",2013,"I-A",67,"Southern Methodist","Conference USA",23,0,0,0,0,9,7,14,0,1
"68",2013,"I-A",68,"North Texas","Sun Belt",23,0,0,0,0,1,13,10,0,0
"69",2013,"I-A",69,"Massachusetts","Mid-American",23,0,0,0,0,4,16,6,0,0
"70",2013,"I-A",70,"Florida State","ACC",22,7,12,1,13,7,8,11,0,2
"71",2013,"I-A",71,"Washington","Pac-12",22,3,5,0,8,12,8,10,1,2
"72",2013,"I-A",72,"Kentucky","SEC",22,0,2,0,6,14,9,9,1,2
"73",2013,"I-A",73,"Rutgers","Big East",22,0,2,0,4,17,8,8,0,6
"74",2013,"I-A",74,"Virginia","ACC",22,1,1,0,5,16,14,8,0,0
"75",2013,"I-A",75,"TCU","Big 12",22,0,1,0,2,16,7,9,0,4
"76",2013,"I-A",76,"Maryland","ACC",22,0,0,0,5,14,9,11,0,1
"77",2013,"I-A",77,"Cincinnati","Big East",22,0,1,0,1,13,9,9,0,1
"78",2013,"I-A",78,"New Mexico State","WAC",22,0,0,0,1,1,10,12,0,0
"79",2013,"I-A",79,"Ohio","Mid-American",22,0,0,0,0,1,8,13,0,1
"80",2013,"I-A",80,"Miami (OH)","Mid-American",22,0,0,0,0,1,8,10,0,3
"81",2013,"I-A",81,"Wyoming","Mountain West",22,0,0,0,0,2,9,11,0,1
"82",2013,"I-A",82,"South Carolina","SEC",21,2,4,0,11,10,9,11,0,1
"83",2013,"I-A",83,"Virginia Tech","ACC",21,2,4,0,10,11,6,9,0,5
"84",2013,"I-A",84,"Mississippi State","SEC",21,1,4,0,8,12,9,5,0,5
"85",2013,"I-A",85,"Tennessee","SEC",21,1,3,0,7,13,11,5,0,3
"86",2013,"I-A",86,"Nevada","Mountain West",21,0,0,0,0,6,7,11,0,2
"87",2013,"I-A",87,"Iowa","Big Ten",21,0,0,0,1,15,9,7,0,4
"88",2013,"I-A",88,"Tulsa","Conference USA",21,0,0,0,0,10,7,10,0,0
"89",2013,"I-A",89,"Kent State","Mid-American",21,0,0,0,0,3,4,10,0,5
"90",2013,"I-A",90,"Eastern Michigan","Mid-American",21,0,0,0,0,5,8,10,1,0
"91",2013,"I-A",91,"Central Michigan","Mid-American",21,0,0,0,0,6,8,9,1,3
"92",2013,"I-A",92,"Ball State","Mid-American",21,0,0,0,0,5,9,11,1,0
"93",2013,"I-A",93,"Missouri","SEC",20,0,2,0,4,13,7,10,0,2
"94",2013,"I-A",94,"Duke","ACC",20,0,0,0,0,18,9,8,0,2
"95",2013,"I-A",95,"Louisiana Tech","WAC",20,0,0,0,0,7,8,9,2,1
"96",2013,"I-A",96,"UNLV","Mountain West",20,0,0,0,0,4,10,8,1,1
"97",2013,"I-A",97,"Arkansas State","Sun Belt",20,0,0,0,0,4,7,12,0,0
"98",2013,"I-A",98,"San Jose State","WAC",20,0,0,0,0,0,12,8,0,0
"99",2013,"I-A",99,"Miami (FL)","ACC",19,7,8,0,10,9,7,7,0,3
"100",2013,"I-A",100,"Oregon","Pac-12",19,1,5,0,8,10,11,2,1,5
"101",2013,"I-A",101,"UCF","Conference USA",19,0,0,0,1,13,6,11,0,1
"102",2013,"I-A",102,"Northwestern","Big Ten",19,0,1,0,2,15,9,4,1,2
"103",2013,"I-A",103,"Syracuse","Big East",19,0,0,0,0,15,9,9,0,0
"104",2013,"I-A",104,"Michigan State","Big Ten",18,0,2,0,6,10,6,9,1,1
"105",2013,"I-A",105,"Louisville","Big East",18,1,3,0,6,10,8,9,0,1
"106",2013,"I-A",106,"UTEP","Conference USA",18,0,0,0,0,2,7,8,0,2
"107",2013,"I-A",107,"Minnesota","Big Ten",18,0,0,0,0,17,5,9,1,2
"108",2013,"I-A",108,"Rice","Conference USA",18,0,0,0,1,6,8,7,0,0
"109",2013,"I-A",109,"Florida International","Sun Belt",18,0,0,0,0,2,9,9,0,0
"110",2013,"I-A",110,"Western Michigan","Mid-American",18,0,0,0,0,3,9,6,1,2
"111",2013,"I-A",111,"Akron","Mid-American",18,0,0,0,0,2,8,8,0,2
"112",2013,"I-A",112,"Buffalo","Mid-American",18,0,0,0,0,0,5,11,0,1
"113",2013,"I-A",113,"North Carolina","ACC",17,1,5,0,11,6,8,6,0,2
"114",2013,"I-A",114,"Wisconsin","Big Ten",17,1,1,0,5,10,6,8,0,1
"115",2013,"I-A",115,"Penn State","Big Ten",17,2,3,0,6,8,8,8,0,1
"116",2013,"I-A",116,"Boston College","ACC",17,0,0,0,0,9,6,7,0,3
"117",2013,"I-A",117,"Louisiana-Monroe","Sun Belt",16,0,0,0,0,2,8,7,0,0
"118",2013,"I-A",118,"Texas","Big 12",15,5,8,0,11,4,8,5,0,2
"119",2013,"I-A",119,"Georgia Tech","ACC",14,0,0,0,0,11,6,6,1,0
"120",2013,"I-A",120,"USC","Pac-12",13,9,12,0,13,0,6,6,0,1
"121",2013,"I-A",121,"Stanford","Pac-12",12,1,5,0,6,6,6,4,0,2
"122",2013,"I-AA",1,"Old Dominion","NCAA Division I-AA",34,0,0,0,0,3,15,16,1,0
"123",2013,"I-AA",2,"Southern University","SWAC",27,0,1,0,1,0,7,14,0,5
"124",2013,"I-AA",3,"Georgia State","NCAA Division I-AA",27,0,0,0,0,2,12,14,0,1
"125",2013,"I-AA",4,"Alabama State","SWAC",24,0,0,0,0,3,11,11,0,0
"126",2013,"I-AA",5,"Georgia Southern","NCAA Division I-AA",23,0,0,0,0,1,8,11,1,1
"127",2013,"I-AA",6,"North Dakota State","NCAA Division I-AA",21,0,0,0,0,0,8,12,0,1
"128",2013,"I-AA",7,"Sam Houston State","NCAA Division I-AA",19,0,0,0,0,1,10,7,1,1
"129",2013,"I-AA",8,"Eastern Washington","NCAA Division I-AA",17,0,0,0,0,1,9,7,1,0
"130",2013,"I-AA",9,"Appalachian State","NCAA Division I-AA",16,0,0,0,0,3,6,8,0,2
"131",2013,"I-AA",10,"McNeese State","NCAA Division I-AA",10,0,0,0,0,1,7,3,0,0
"132",2013,"I-AA",11,"South Carolina State","NCAA Division I-AA",9,0,0,0,0,2,4,5,0,0
"133",2013,"I-AA",12,"Lehigh","NCAA Division I-AA",9,0,0,0,0,1,4,4,0,0
"134",2013,"I-AA",13,"Richmond","NCAA Division I-AA",9,0,0,0,0,2,5,3,0,1
"135",2013,"I-AA",14,"Delaware","NCAA Division I-AA",9,0,0,0,0,1,2,6,0,1
"136",2013,"I-AA",15,"Southern Illinois","NCAA Division I-AA",8,0,0,0,0,2,3,4,0,0
"137",2013,"I-AA",16,"Villanova","NCAA Division I-AA",8,0,0,0,0,0,3,5,0,0
"138",2013,"I-AA",17,"Illinois State","NCAA Division I-AA",7,0,0,0,0,1,5,2,0,0
"139",2013,"I-AA",18,"Indiana State","NCAA Division I-AA",7,0,0,0,0,0,4,3,0,0
"140",2013,"I-AA",19,"Albany","NCAA Division I-AA",6,0,0,0,0,1,4,2,0,0
"141",2013,"I-AA",20,"Bryant University","NCAA Division I-AA",4,0,0,0,0,0,0,4,0,0
"142",2013,"I-AA",21,"Murray State","NCAA Division I-AA",2,0,0,0,0,0,1,1,0,0
"143",2013,"I-AA",22,"Grambling State","SWAC",2,0,0,0,0,0,0,2,0,0
"144",2013,"I-AA",23,"Tennessee State","NCAA Division I-AA",1,0,0,0,0,1,1,0,0,0
"145",2013,"I-AA",24,"Bethune-Cookman","NCAA Division I-AA",1,0,0,0,0,1,0,1,0,0
"146",2013,"I-AA",25,"Jacksonville State","NCAA Division I-AA",1,0,0,0,0,1,0,1,0,0
"147",2013,"I-AA",26,"Stony Brook","NCAA Division I-AA",1,0,0,0,0,1,0,1,0,0
"148",2013,"I-AA",27,"Youngstown State","NCAA Division I-AA",1,0,0,0,0,1,1,0,0,0
"149",2013,"I-AA",28,"Samford","NCAA Division I-AA",1,0,0,0,0,1,1,0,0,0
"150",2013,"I-AA",29,"Tennessee Tech","NCAA Division I-AA",1,0,0,0,0,0,0,0,0,1
"151",2013,"I-AA",30,"South Dakota","NCAA Division I-AA",1,0,0,0,0,0,0,0,1,0
"152",2013,"I-AA",31,"New Hampshire","NCAA Division I-AA",1,0,0,0,0,0,1,0,0,0
"153",2013,"I-AA",32,"Cal Poly","NCAA Division I-AA",1,0,0,0,0,0,1,0,0,0
"154",2013,"I-AA",33,"Sacramento State","NCAA Division I-AA",1,0,0,0,0,0,1,0,0,0
"155",2013,"I-AA",34,"Lamar","NCAA Division I-AA",1,0,0,0,0,0,1,0,0,0
"156",2012,"I-A",1,"Air Force","Mountain West",46,0,NA,0,0,24,18,22,1,4
"157",2012,"I-A",2,"Troy","Sun Belt",38,0,NA,0,0,11,12,21,2,3
"158",2012,"I-A",3,"Temple","Big East",37,0,NA,0,0,21,15,17,0,5
"159",2012,"I-A",4,"Marshall","Conference USA",34,0,NA,0,3,16,14,13,0,6
"160",2012,"I-A",5,"Miami (FL)","ACC",33,6,NA,0,8,24,12,18,0,3
"161",2012,"I-A",6,"Florida Atlantic","Sun Belt",33,0,NA,0,0,9,17,14,0,2
"162",2012,"I-A",7,"Cincinnati","Big East",31,0,NA,0,0,25,14,16,0,1
"163",2012,"I-A",8,"Florida International","Sun Belt",31,0,NA,0,0,19,12,17,1,1
"164",2012,"I-A",9,"Northern Illinois","Mid-American",31,0,NA,0,0,11,16,12,1,2
"165",2012,"I-A",10,"Toledo","Mid-American",31,0,NA,0,0,14,19,9,2,1
"166",2012,"I-A",11,"Virginia Tech","ACC",30,1,NA,0,2,28,12,13,1,4
"167",2012,"I-A",12,"Arkansas State","Sun Belt",30,0,NA,0,0,12,16,13,0,1
"168",2012,"I-A",13,"Colorado","Pac-12",29,1,NA,0,1,24,14,14,0,1
"169",2012,"I-A",14,"UAB","Conference USA",29,0,NA,0,0,12,16,11,0,2
"170",2012,"I-A",15,"Akron","Mid-American",29,0,NA,0,0,8,15,14,0,0
"171",2012,"I-A",16,"Western Michigan","Mid-American",29,0,NA,0,0,10,15,13,1,0
"172",2012,"I-A",17,"Texas","Big 12",28,12,NA,0,16,10,8,16,1,3
"173",2012,"I-A",18,"Utah","Pac-12",28,0,NA,0,1,17,14,13,0,1
"174",2012,"I-A",19,"Mississippi State","SEC",28,1,NA,0,3,21,10,12,1,5
"175",2012,"I-A",20,"West Virginia","Big 12",28,1,NA,0,1,23,11,12,1,4
"176",2012,"I-A",21,"Kentucky","SEC",28,0,NA,0,1,23,9,14,1,4
"177",2012,"I-A",22,"Washington State","Pac-12",28,0,NA,0,1,17,14,11,1,2
"178",2012,"I-A",23,"Louisiana-Lafayette","Sun Belt",28,0,NA,0,0,11,10,16,0,2
"179",2012,"I-A",24,"Oklahoma","Big 12",27,5,NA,0,8,12,17,7,0,3
"180",2012,"I-A",25,"UCLA","Pac-12",27,4,NA,0,6,18,13,10,1,3
"181",2012,"I-A",26,"Southern Miss","Conference USA",27,1,NA,0,1,14,12,13,0,2
"182",2012,"I-A",27,"Minnesota","Big Ten",27,1,NA,0,3,12,12,13,0,2
"183",2012,"I-A",28,"Memphis","Conference USA",27,0,NA,0,0,10,15,11,0,1
"184",2012,"I-A",29,"Alabama","SEC",26,13,NA,0,16,8,9,14,1,2
"185",2012,"I-A",30,"Texas Tech","Big 12",26,3,NA,0,4,13,11,13,0,2
"186",2012,"I-A",31,"Virginia","ACC",26,1,NA,0,2,24,13,8,0,5
"187",2012,"I-A",32,"Kansas State","Big 12",26,0,NA,0,0,12,13,11,0,2
"188",2012,"I-A",33,"Purdue","Big Ten",26,0,NA,0,0,23,15,6,2,3
"189",2012,"I-A",34,"Connecticut","Big East",26,0,NA,0,0,15,14,10,1,1
"190",2012,"I-A",35,"South Carolina","SEC",25,3,NA,0,7,18,12,8,1,4
"191",2012,"I-A",36,"Ohio State","Big Ten",25,5,NA,0,9,16,12,11,0,2
"192",2012,"I-A",37,"Michigan","Big Ten",25,4,NA,0,10,15,12,13,0,0
"193",2012,"I-A",38,"Washington","Pac-12",25,1,NA,0,3,19,10,9,2,4
"194",2012,"I-A",39,"Maryland","ACC",25,1,NA,0,2,21,9,11,0,5
"195",2012,"I-A",40,"Boise State","Mountain West",25,0,NA,0,0,18,11,12,1,1
"196",2012,"I-A",41,"Indiana","Big Ten",25,0,NA,0,1,16,15,10,0,0
"197",2012,"I-A",42,"Houston","Conference USA",25,1,NA,0,2,11,9,9,0,7
"198",2012,"I-A",43,"North Texas","Sun Belt",25,0,NA,0,0,8,10,15,0,0
"199",2012,"I-A",44,"Miami (OH)","Mid-American",25,0,NA,0,0,14,12,12,1,0
"200",2012,"I-A",45,"Louisiana-Monroe","Sun Belt",25,0,NA,0,0,6,10,15,0,0
"201",2012,"I-A",46,"Colorado State","Mountain West",25,0,NA,0,0,7,12,10,1,2
"202",2012,"I-A",47,"Kent State","Mid-American",25,0,NA,0,0,12,11,11,1,2
"203",2012,"I-A",48,"Eastern Michigan","Mid-American",25,0,NA,0,0,9,11,13,0,1
"204",2012,"I-A",49,"LSU","SEC",24,5,NA,0,8,15,9,12,0,2
"205",2012,"I-A",50,"Arkansas","SEC",24,0,NA,0,3,17,10,12,0,2
"206",2012,"I-A",51,"TCU","Big 12",24,1,NA,0,4,16,11,10,2,1
"207",2012,"I-A",52,"Baylor","Big 12",24,0,NA,0,3,15,6,13,0,5
"208",2012,"I-A",53,"Louisville","Big East",24,0,NA,0,2,18,12,11,1,0
"209",2012,"I-A",54,"Syracuse","Big East",24,0,NA,0,1,15,10,11,1,2
"210",2012,"I-A",55,"Oregon State","Pac-12",24,1,NA,0,1,17,13,8,1,2
"211",2012,"I-A",56,"Arizona","Pac-12",24,0,NA,0,0,21,11,10,0,3
"212",2012,"I-A",57,"San Diego State","Mountain West",24,0,NA,0,0,13,16,5,1,1
"213",2012,"I-A",58,"Rice","Conference USA",24,0,NA,0,0,11,13,9,1,1
"214",2012,"I-A",59,"Ball State","Mid-American",24,0,NA,0,0,16,10,12,0,2
"215",2012,"I-A",60,"Nevada","Mountain West",24,0,NA,0,0,13,11,11,0,2
"216",2012,"I-A",61,"Hawaii","Mountain West",24,0,NA,0,0,5,11,11,0,2
"217",2012,"I-A",62,"New Mexico","Mountain West",24,0,NA,0,0,9,12,11,0,1
"218",2012,"I-A",63,"Florida","SEC",23,9,NA,0,14,8,9,13,1,0
"219",2012,"I-A",64,"North Carolina","ACC",23,0,NA,0,1,21,10,10,0,3
"220",2012,"I-A",65,"Oklahoma State","Big 12",23,1,NA,0,2,15,13,9,0,1
"221",2012,"I-A",66,"Iowa","Big Ten",23,0,NA,0,1,18,10,9,1,3
"222",2012,"I-A",67,"North Carolina State","ACC",23,0,NA,0,0,20,10,13,0,0
"223",2012,"I-A",68,"Arizona State","Pac-12",23,0,NA,0,2,11,10,11,0,1
"224",2012,"I-A",69,"Middle Tennessee","Sun Belt",23,0,NA,0,0,7,11,9,0,2
"225",2012,"I-A",70,"Central Michigan","Mid-American",23,0,NA,0,0,15,12,9,1,1
"226",2012,"I-A",71,"Army","IA Independents",23,0,NA,0,0,2,7,12,2,2
"227",2012,"I-A",72,"UTEP","Conference USA",23,0,NA,0,0,10,10,12,0,1
"228",2012,"I-A",73,"Wyoming","Mountain West",23,0,NA,0,0,6,13,9,1,0
"229",2012,"I-A",74,"Auburn","SEC",22,5,NA,0,7,14,13,7,0,2
"230",2012,"I-A",75,"Stanford","Pac-12",22,6,NA,0,7,15,12,9,0,1
"231",2012,"I-A",76,"Tennessee","SEC",22,2,NA,0,5,14,8,10,1,3
"232",2012,"I-A",77,"Vanderbilt","SEC",22,1,NA,0,1,21,8,10,1,3
"233",2012,"I-A",78,"Michigan State","Big Ten",22,0,NA,0,1,17,14,7,0,1
"234",2012,"I-A",79,"Kansas","Big 12",22,0,NA,0,0,8,12,9,0,1
"235",2012,"I-A",80,"Northwestern","Big Ten",22,1,NA,0,1,18,13,7,0,1
"236",2012,"I-A",81,"Southern Methodist","Conference USA",22,0,NA,0,1,16,7,13,0,2
"237",2012,"I-A",82,"Idaho","WAC",22,0,NA,0,0,9,12,8,1,1
"238",2012,"I-A",83,"Navy","IA Independents",22,0,NA,0,0,7,9,9,1,2
"239",2012,"I-A",84,"Oregon","Pac-12",21,3,NA,0,5,12,10,9,1,1
"240",2012,"I-A",85,"Tulsa","Conference USA",21,0,NA,0,0,11,11,9,1,0
"241",2012,"I-A",86,"Iowa State","Big 12",21,0,NA,0,0,13,9,8,1,3
"242",2012,"I-A",87,"UNLV","Mountain West",21,0,NA,0,0,7,14,5,0,2
"243",2012,"I-A",88,"New Mexico State","WAC",21,0,NA,0,0,5,11,9,1,0
"244",2012,"I-A",89,"Clemson","ACC",20,6,NA,0,7,13,9,7,1,3
"245",2012,"I-A",90,"Rutgers","Big East",20,1,NA,0,3,16,11,4,1,4
"246",2012,"I-A",91,"Missouri","SEC",20,2,NA,0,3,14,9,9,0,2
"247",2012,"I-A",92,"South Florida","Big East",20,0,NA,0,1,12,8,10,0,2
"248",2012,"I-A",93,"Duke","ACC",20,0,NA,0,0,18,10,9,1,0
"249",2012,"I-A",94,"East Carolina","Conference USA",20,1,NA,0,1,8,7,9,0,4
"250",2012,"I-A",95,"UCF","Conference USA",20,0,NA,0,0,15,13,7,0,0
"251",2012,"I-A",96,"Bowling Green","Mid-American",20,0,NA,0,0,8,11,7,1,1
"252",2012,"I-A",97,"San Jose State","WAC",20,0,NA,0,0,7,12,6,1,1
"253",2012,"I-A",98,"Buffalo","Mid-American",20,0,NA,0,0,11,9,9,1,1
"254",2012,"I-A",99,"Florida State","ACC",19,10,NA,1,10,6,7,10,2,0
"255",2012,"I-A",100,"Georgia","SEC",19,6,NA,0,7,11,7,8,2,2
"256",2012,"I-A",101,"Texas A&M","SEC",19,5,NA,0,6,11,7,12,0,0
"257",2012,"I-A",102,"California","Pac-12",19,2,NA,0,3,13,10,7,1,1
"258",2012,"I-A",103,"Penn State","Big Ten",19,0,NA,0,1,15,9,8,0,2
"259",2012,"I-A",104,"Mississippi","SEC",19,2,NA,0,3,11,10,7,1,1
"260",2012,"I-A",105,"Louisiana Tech","WAC",19,0,NA,0,0,8,12,5,0,2
"261",2012,"I-A",106,"Wake Forest","ACC",19,0,NA,0,0,18,10,7,0,2
"262",2012,"I-A",107,"Illinois","Big Ten",19,0,NA,0,0,15,6,10,1,2
"263",2012,"I-A",108,"Ohio","Mid-American",19,0,NA,0,0,8,9,10,0,0
"264",2012,"I-A",109,"Notre Dame","IA Independents",18,6,NA,0,7,10,9,6,0,2
"265",2012,"I-A",110,"USC","Pac-12",18,7,NA,0,9,5,8,9,0,1
"266",2012,"I-A",111,"Brigham Young","IA Independents",18,0,NA,0,1,14,7,10,0,1
"267",2012,"I-A",112,"Nebraska","Big Ten",17,1,NA,0,2,12,6,9,0,2
"268",2012,"I-A",113,"Georgia Tech","ACC",17,0,NA,0,2,13,3,8,1,5
"269",2012,"I-A",114,"Boston College","ACC",17,0,NA,0,0,12,9,6,0,2
"270",2012,"I-A",115,"Tulane","Conference USA",17,0,NA,0,1,10,12,3,0,2
"271",2012,"I-A",116,"Pittsburgh","Big East",16,1,NA,0,3,11,6,7,0,3
"272",2012,"I-A",117,"Fresno State","Mountain West",15,0,NA,0,0,5,10,5,0,0
"273",2012,"I-A",118,"Western Kentucky","Sun Belt",15,0,NA,0,0,8,8,6,1,0
"274",2012,"I-A",119,"Utah State","WAC",15,0,NA,0,0,4,12,3,0,0
"275",2012,"I-A",120,"Wisconsin","Big Ten",12,0,NA,0,3,8,6,4,0,2
"276",2012,"I-AA",1,"Massachusetts","Mid-American",26,0,NA,0,0,7,14,11,0,1
"277",2012,"I-AA",2,"Montana","NCAA Division I-AA",25,0,NA,0,0,4,12,11,1,1
"278",2012,"I-AA",3,"Georgia Southern","NCAA Division I-AA",23,0,NA,0,0,8,13,7,0,3
"279",2012,"I-AA",4,"Appalachian State","NCAA Division I-AA",22,0,NA,0,0,7,10,10,0,2
"280",2012,"I-AA",5,"Northern Iowa","NCAA Division I-AA",22,0,NA,0,0,2,10,9,1,2
"281",2012,"I-AA",6,"South Carolina State","NCAA Division I-AA",21,0,NA,0,0,5,10,10,0,1
"282",2012,"I-AA",7,"Eastern Washington","NCAA Division I-AA",20,0,NA,0,0,3,8,10,0,2
"283",2012,"I-AA",8,"Villanova","NCAA Division I-AA",20,0,NA,0,0,5,8,11,0,1
"284",2012,"I-AA",9,"Old Dominion","NCAA Division I-AA",19,0,NA,0,0,1,7,12,0,0
"285",2012,"I-AA",10,"North Dakota State","NCAA Division I-AA",18,0,NA,0,0,3,8,10,0,0
"286",2012,"I-AA",11,"Wofford","NCAA Division I-AA",17,0,NA,0,0,2,7,9,0,1
"287",2012,"I-AA",12,"James Madison","NCAA Division I-AA",15,0,NA,0,0,5,4,8,0,3
"288",2012,"I-AA",13,"Maine","NCAA Division I-AA",14,0,NA,0,0,3,6,7,1,0
"289",2012,"I-AA",14,"Dartmouth","NCAA Division I-AA",14,0,NA,0,0,5,7,6,0,1
"290",2012,"I-AA",15,"New Hampshire","NCAA Division I-AA",13,0,NA,0,0,1,7,6,0,0
"291",2012,"I-AA",16,"Delaware","NCAA Division I-AA",12,0,NA,0,0,3,7,3,1,1
"292",2012,"I-AA",17,"Harvard","NCAA Division I-AA",11,0,NA,0,0,2,8,3,0,0
"293",2012,"I-AA",18,"Yale","NCAA Division I-AA",10,0,NA,0,0,6,8,2,0,0
"294",2012,"I-AA",19,"Brown","NCAA Division I-AA",10,0,NA,0,0,1,5,2,1,2
